"ID","Member_Country","Measure","Table","Value","Dimension","Dimension_Value","Year","Unit"
346,"New_Caledonia","Fish Exports","23-8",878000000,"Aggregate Commodity","Shrimp","2021","XPF"
347,"New_Caledonia","Fish Exports","23-8",139000000,"Aggregate Commodity","Sea cucumber","2021","XPF"
348,"New_Caledonia","Fish Exports","23-8",8000000,"Aggregate Commodity","Trochus shells","2021","XPF"
349,"New_Caledonia","Fish Exports","23-8",18000000,"Aggregate Commodity","Other fisheries/aquaculture","2021","XPF"
350,"Palau","Fish Exports","13-9",24685,"Aggregate Commodity","Commercial","2018","Pounds"
351,"Palau","Fish Exports","13-9",200000,"Aggregate Commodity","Non-commercial","2018","Pounds"
352,"Palau","Fish Exports","13-9",21696,"Aggregate Commodity","Commercial","2019","Pounds"
353,"Palau","Fish Exports","13-9",202491,"Aggregate Commodity","Non-commercial","2019","Pounds"
354,"Palau","Fish Exports","13-9",4158,"Aggregate Commodity","Commercial","2020","Pounds"
355,"Palau","Fish Exports","13-9",40000,"Aggregate Commodity","Non-commercial","2020","Pounds"
356,"Palau","Fish Exports","13-9",0,"Aggregate Commodity","Commercial","2021","Pounds"
357,"Palau","Fish Exports","13-9",21135,"Aggregate Commodity","Non-commercial","2021","Pounds"
358,"Palau","Fish Exports","13-10",1291000,"Aggregate Commodity","HS 03 exports","2017","US$"
359,"Palau","Fish Exports","13-10",813000,"Aggregate Commodity","HS 03 exports","2018","US$"
360,"Palau","Fish Exports","13-10",139000,"Aggregate Commodity","HS 03 exports","2019","US$"
361,"Palau","Fish Exports","13-10",340000,"Aggregate Commodity","HS 03 exports","2020","US$"
362,"Palau","Fish Exports","13-10",319000,"Aggregate Commodity","HS 03 exports","2021","US$"
363,"Papau_New_Guinea","Fish Exports","14-9",93.55,"Aggregate Commodity","Beche-de-mer","2018","K$"
364,"Papau_New_Guinea","Fish Exports","14-9",6.28,"Aggregate Commodity","Crab","2018","K$"
365,"Papau_New_Guinea","Fish Exports","14-9",1.44,"Aggregate Commodity","Fish (frozen, live, dried maw)","2018","K$"
366,"Papau_New_Guinea","Fish Exports","14-9",8.67,"Aggregate Commodity","Lobster (frozen, live)","2018","K$"
367,"Papau_New_Guinea","Fish Exports","14-9",2.27,"Aggregate Commodity","Shark (dried shark fin)","2018","K$"
368,"Papau_New_Guinea","Fish Exports","14-9",1.54,"Aggregate Commodity","Shell (whole, dried)","2018","K$"
369,"Papau_New_Guinea","Fish Exports","14-9",12.16,"Aggregate Commodity","Shrimps (frozen)","2018","K$"
370,"Papau_New_Guinea","Fish Exports","14-9",0.05,"Aggregate Commodity","Stingray","2018","K$"
371,"Papau_New_Guinea","Fish Exports","14-9",125.96,"Aggregate Commodity","Non-tuna sub-total","2018","K$"
372,"Papau_New_Guinea","Fish Exports","14-9",337.41,"Aggregate Commodity","Tuna (canned)","2018","K$"
373,"Papau_New_Guinea","Fish Exports","14-9",74.86,"Aggregate Commodity","Tuna (dried meal)","2018","K$"
374,"Papau_New_Guinea","Fish Exports","14-9",0.32,"Aggregate Commodity","Tuna (fresh chilled)","2018","K$"
375,"Papau_New_Guinea","Fish Exports","14-9",7.43,"Aggregate Commodity","Tuna (frozen flakes)","2018","K$"
376,"Papau_New_Guinea","Fish Exports","14-9",8.06,"Aggregate Commodity","Tuna (frozen G & G)","2018","K$"
377,"Papau_New_Guinea","Fish Exports","14-9",277.14,"Aggregate Commodity","Tuna (frozen loins)","2018","K$"
378,"Papau_New_Guinea","Fish Exports","14-9",732.93,"Aggregate Commodity","Tuna (frozen whole round)","2018","K$"
379,"Papau_New_Guinea","Fish Exports","14-9",0.96,"Aggregate Commodity","Tuna (fish oil)","2018","K$"
380,"Papau_New_Guinea","Fish Exports","14-9",1439.11,"Aggregate Commodity","Tuna sub-total","2018","K$"
381,"Papau_New_Guinea","Fish Exports","14-9",1565.08,"Aggregate Commodity","Total fishery exports","2018","K$"
382,"Papau_New_Guinea","Fish Exports","14-9",3.38,"Aggregate Commodity","Beche-de-mer","2019","K$"
383,"Papau_New_Guinea","Fish Exports","14-9",10.99,"Aggregate Commodity","Crab","2019","K$"
384,"Papau_New_Guinea","Fish Exports","14-9",2.38,"Aggregate Commodity","Fish (frozen, live, dried maw)","2019","K$"
385,"Papau_New_Guinea","Fish Exports","14-9",14.51,"Aggregate Commodity","Lobster (frozen, live)","2019","K$"
386,"Papau_New_Guinea","Fish Exports","14-9",2.87,"Aggregate Commodity","Shark (dried shark fin)","2019","K$"
387,"Papau_New_Guinea","Fish Exports","14-9",2.34,"Aggregate Commodity","Shell (whole, dried)","2019","K$"
388,"Papau_New_Guinea","Fish Exports","14-9",11.78,"Aggregate Commodity","Shrimps (frozen)","2019","K$"
389,"Papau_New_Guinea","Fish Exports","14-9",0.2,"Aggregate Commodity","Stingray","2019","K$"
390,"Papau_New_Guinea","Fish Exports","14-9",48.45,"Aggregate Commodity","Non-tuna sub-total","2019","K$"
391,"Papau_New_Guinea","Fish Exports","14-9",465.26,"Aggregate Commodity","Tuna (canned)","2019","K$"
392,"Papau_New_Guinea","Fish Exports","14-9",17.62,"Aggregate Commodity","Tuna (dried meal)","2019","K$"
393,"Papau_New_Guinea","Fish Exports","14-9",0.49,"Aggregate Commodity","Tuna (fresh chilled)","2019","K$"
394,"Papau_New_Guinea","Fish Exports","14-9",16.84,"Aggregate Commodity","Tuna (frozen flakes)","2019","K$"
395,"Papau_New_Guinea","Fish Exports","14-9",5.88,"Aggregate Commodity","Tuna (frozen G & G)","2019","K$"
396,"Papau_New_Guinea","Fish Exports","14-9",267.34,"Aggregate Commodity","Tuna (frozen loins)","2019","K$"
397,"Papau_New_Guinea","Fish Exports","14-9",671.34,"Aggregate Commodity","Tuna (frozen whole round)","2019","K$"
398,"Papau_New_Guinea","Fish Exports","14-9",0.71,"Aggregate Commodity","Tuna (fish oil)","2019","K$"
399,"Papau_New_Guinea","Fish Exports","14-9",1445.48,"Aggregate Commodity","Tuna sub-total","2019","K$"
400,"Papau_New_Guinea","Fish Exports","14-9",1493.95,"Aggregate Commodity","Total fishery exports","2019","K$"
401,"Papau_New_Guinea","Fish Exports","14-9",32.2,"Aggregate Commodity","Beche-de-mer","2020","K$"
402,"Papau_New_Guinea","Fish Exports","14-9",6.6,"Aggregate Commodity","Crab","2020","K$"
403,"Papau_New_Guinea","Fish Exports","14-9",2.3,"Aggregate Commodity","Fish (frozen, live, dried maw)","2020","K$"
404,"Papau_New_Guinea","Fish Exports","14-9",12.3,"Aggregate Commodity","Lobster (frozen, live)","2020","K$"
405,"Papau_New_Guinea","Fish Exports","14-9",2,"Aggregate Commodity","Shark (dried shark fin)","2020","K$"
406,"Papau_New_Guinea","Fish Exports","14-9",1.5,"Aggregate Commodity","Shell (whole, dried)","2020","K$"
407,"Papau_New_Guinea","Fish Exports","14-9",12.1,"Aggregate Commodity","Shrimps (frozen)","2020","K$"
408,"Papau_New_Guinea","Fish Exports","14-9",0.2,"Aggregate Commodity","Stingray","2020","K$"
409,"Papau_New_Guinea","Fish Exports","14-9",69.2,"Aggregate Commodity","Non-tuna sub-total","2020","K$"
410,"Papau_New_Guinea","Fish Exports","14-9",457,"Aggregate Commodity","Tuna (canned)","2020","K$"
411,"Papau_New_Guinea","Fish Exports","14-9",24.4,"Aggregate Commodity","Tuna (dried meal)","2020","K$"
412,"Papau_New_Guinea","Fish Exports","14-9",0.3,"Aggregate Commodity","Tuna (fresh chilled)","2020","K$"
413,"Papau_New_Guinea","Fish Exports","14-9",6.5,"Aggregate Commodity","Tuna (frozen flakes)","2020","K$"
414,"Papau_New_Guinea","Fish Exports","14-9",0.2,"Aggregate Commodity","Tuna (frozen G & G)","2020","K$"
415,"Papau_New_Guinea","Fish Exports","14-9",196.5,"Aggregate Commodity","Tuna (frozen loins)","2020","K$"
416,"Papau_New_Guinea","Fish Exports","14-9",759.9,"Aggregate Commodity","Tuna (frozen whole round)","2020","K$"
417,"Papau_New_Guinea","Fish Exports","14-9",1.8,"Aggregate Commodity","Tuna (fish oil)","2020","K$"
418,"Papau_New_Guinea","Fish Exports","14-9",1446.6,"Aggregate Commodity","Tuna sub-total","2020","K$"
419,"Papau_New_Guinea","Fish Exports","14-9",1515.7,"Aggregate Commodity","Total fishery exports","2020","K$"
420,"Samoa","Fish Exports","15-6",46415000,"Aggregate Commodity","Fish, crustaceans and molluscs","2019","ST$"
421,"Samoa","Fish Exports","15-6",130098000,"Aggregate Commodity","All Samoa exports","2019","ST$"
422,"Samoa","Fish Exports","15-6",32774000,"Aggregate Commodity","Fish, crustaceans and molluscs","2020","ST$"
423,"Samoa","Fish Exports","15-6",99339000,"Aggregate Commodity","All Samoa exports","2020","ST$"
424,"Samoa","Fish Exports","15-6",12523000,"Aggregate Commodity","Fish, crustaceans and molluscs","2021","ST$"
425,"Samoa","Fish Exports","15-6",73709000,"Aggregate Commodity","All Samoa exports","2021","ST$"
426,"Samoa","Fish Exports","15-7",291.084,"Aggregate Commodity","Non-pelagic","2018","Tonnes"
427,"Samoa","Fish Exports","15-7",266.483,"Aggregate Commodity","Non-pelagic","2019","Tonnes"
428,"Samoa","Fish Exports","15-7",165.976,"Aggregate Commodity","Non-pelagic","2020","Tonnes"
429,"Samoa","Fish Exports","15-7",62.551,"Aggregate Commodity","Non-pelagic","2021","Tonnes"
430,"Samoa","Fish Exports","15-7",3379495,"Aggregate Commodity","Non-pelagic","2018","ST$"
431,"Samoa","Fish Exports","15-7",2192422,"Aggregate Commodity","Non-pelagic","2019","ST$"
432,"Samoa","Fish Exports","15-7",516016,"Aggregate Commodity","Non-pelagic","2020","ST$"
433,"Samoa","Fish Exports","15-7",217240,"Aggregate Commodity","Non-pelagic","2021","ST$"
434,"Samoa","Fish Exports","15-7",4119.629,"Aggregate Commodity","Pelagic","2018","Tonnes"
435,"Samoa","Fish Exports","15-7",5484.044,"Aggregate Commodity","Pelagic","2019","Tonnes"
436,"Samoa","Fish Exports","15-7",4224.899,"Aggregate Commodity","Pelagic","2020","Tonnes"
437,"Samoa","Fish Exports","15-7",2006.655,"Aggregate Commodity","Pelagic","2021","Tonnes"
438,"Samoa","Fish Exports","15-7",43481369,"Aggregate Commodity","Pelagic","2018","ST$"
439,"Samoa","Fish Exports","15-7",45176063,"Aggregate Commodity","Pelagic","2019","ST$"
440,"Samoa","Fish Exports","15-7",29856554,"Aggregate Commodity","Pelagic","2020","ST$"
441,"Samoa","Fish Exports","15-7",13553864,"Aggregate Commodity","Pelagic","2021","ST$"
442,"Solomon_Islands","Fish Exports","16-11",300983000,"Aggregate Commodity","HS 03 exports","2015","ST$"
443,"Solomon_Islands","Fish Exports","16-11",291563000,"Aggregate Commodity","HS 03 exports","2016","ST$"
444,"Solomon_Islands","Fish Exports","16-11",400195000,"Aggregate Commodity","HS 03 exports","2017","ST$"
445,"Solomon_Islands","Fish Exports","16-11",372646000,"Aggregate Commodity","HS 03 exports","2018","ST$"
446,"Solomon_Islands","Fish Exports","16-11",316109000,"Aggregate Commodity","HS 03 exports","2019","ST$"
447,"Solomon_Islands","Fish Exports","16-11",230839000,"Aggregate Commodity","HS 03 exports","2020","ST$"
448,"Solomon_Islands","Fish Exports","16-11",368390000,"Aggregate Commodity","HS 03 exports","2021","ST$"
449,"Solomon_Islands","Fish Exports","16-11",3138150000,"Aggregate Commodity","Total exports","2015","ST$"
450,"Solomon_Islands","Fish Exports","16-11",3447253000,"Aggregate Commodity","Total exports","2016","ST$"
451,"Solomon_Islands","Fish Exports","16-11",3933357000,"Aggregate Commodity","Total exports","2017","ST$"
452,"Solomon_Islands","Fish Exports","16-11",4521966000,"Aggregate Commodity","Total exports","2018","ST$"
453,"Solomon_Islands","Fish Exports","16-11",3764931000,"Aggregate Commodity","Total exports","2019","ST$"
454,"Solomon_Islands","Fish Exports","16-11",3113154000,"Aggregate Commodity","Total exports","2020","ST$"
455,"Solomon_Islands","Fish Exports","16-11",2980765000,"Aggregate Commodity","Total exports","2021","ST$"
456,"Solomon_Islands","Fish Exports","16-11",9590,"Aggregate Commodity","HS 03 as % of total exports","2015","ST$"
457,"Solomon_Islands","Fish Exports","16-11",8460,"Aggregate Commodity","HS 03 as % of total exports","2016","ST$"
458,"Solomon_Islands","Fish Exports","16-11",10170,"Aggregate Commodity","HS 03 as % of total exports","2017","ST$"
459,"Solomon_Islands","Fish Exports","16-11",8240,"Aggregate Commodity","HS 03 as % of total exports","2018","ST$"
460,"Solomon_Islands","Fish Exports","16-11",8400,"Aggregate Commodity","HS 03 as % of total exports","2019","ST$"
461,"Solomon_Islands","Fish Exports","16-11",7400,"Aggregate Commodity","HS 03 as % of total exports","2020","ST$"
462,"Solomon_Islands","Fish Exports","16-11",12360,"Aggregate Commodity","HS 03 as % of total exports","2021","ST$"
463,"Solomon_Islands","Fish Exports","16-12",448000000,"Aggregate Commodity","Fish exports","2018","ST$"
464,"Solomon_Islands","Fish Exports","16-12",405000000,"Aggregate Commodity","Fish exports","2019","ST$"
465,"Solomon_Islands","Fish Exports","16-12",357000000,"Aggregate Commodity","Fish exports","2020","ST$"
466,"Solomon_Islands","Fish Exports","16-12",475000000,"Aggregate Commodity","Fish exports","2021","ST$"
467,"Solomon_Islands","Fish Exports","16-12",4529000000,"Aggregate Commodity","Total exports","2018","ST$"
468,"Solomon_Islands","Fish Exports","16-12",3765000000,"Aggregate Commodity","Total exports","2019","ST$"
469,"Solomon_Islands","Fish Exports","16-12",3113000000,"Aggregate Commodity","Total exports","2020","ST$"
470,"Solomon_Islands","Fish Exports","16-12",2981000000,"Aggregate Commodity","Total exports","2021","ST$"
471,"Solomon_Islands","Fish Exports","16-13",84851000000,"Aggregate Commodity","Pieces (no.)","2016","Pieces"
472,"Solomon_Islands","Fish Exports","16-13",31105000000,"Aggregate Commodity","Pieces (no.)","2017","Pieces"
473,"Solomon_Islands","Fish Exports","16-13",75414000000,"Aggregate Commodity","Pieces (no.)","2018","Pieces"
474,"Solomon_Islands","Fish Exports","16-13",37691000000,"Aggregate Commodity","Pieces (no.)","2019","Pieces"
475,"Solomon_Islands","Fish Exports","16-13",31000000000,"Aggregate Commodity","Pieces (no.)","2020","Pieces"
476,"Solomon_Islands","Fish Exports","16-13",26470000000,"Aggregate Commodity","Pieces (no.)","2021","Pieces"
477,"Solomon_Islands","Fish Exports","16-13",906334000000,"Aggregate Commodity","Volume (kg)","2016","KGs"
478,"Solomon_Islands","Fish Exports","16-13",1395495000000,"Aggregate Commodity","Volume (kg)","2017","KGs"
479,"Solomon_Islands","Fish Exports","16-13",771101000000,"Aggregate Commodity","Volume (kg)","2018","KGs"
480,"Solomon_Islands","Fish Exports","16-13",535072000000,"Aggregate Commodity","Volume (kg)","2019","KGs"
481,"Solomon_Islands","Fish Exports","16-13",701538000000,"Aggregate Commodity","Volume (kg)","2020","KGs"
482,"Solomon_Islands","Fish Exports","16-13",280825000000,"Aggregate Commodity","Volume (kg)","2021","KGs"
483,"Solomon_Islands","Fish Exports","16-13",11347421000000,"Aggregate Commodity","Total value (SI$)","2016","SI$"
484,"Solomon_Islands","Fish Exports","16-13",40705314000000,"Aggregate Commodity","Total value (SI$)","2017","SI$"
485,"Solomon_Islands","Fish Exports","16-13",24724234000000,"Aggregate Commodity","Total value (SI$)","2018","SI$"
486,"Solomon_Islands","Fish Exports","16-13",11733346000000,"Aggregate Commodity","Total value (SI$)","2019","SI$"
487,"Solomon_Islands","Fish Exports","16-13",3715097000000,"Aggregate Commodity","Total value (SI$)","2020","SI$"
488,"Solomon_Islands","Fish Exports","16-13",4063495000000,"Aggregate Commodity","Total value (SI$)","2021","SI$"
489,"Tonga","Fish Exports","17-7",7581054,"Aggregate Commodity","Fish","2020","Y$"
490,"Tonga","Fish Exports","17-7",701027,"Aggregate Commodity","Yellowfin","2020","Y$"
491,"Tonga","Fish Exports","17-7",26212,"Aggregate Commodity","Bigeye","2020","Y$"
492,"Tonga","Fish Exports","17-7",6853815,"Aggregate Commodity","Other fish fresh or chilled","2020","Y$"
493,"Tonga","Fish Exports","17-7",2873,"Aggregate Commodity","Crustaceans and molluscs and other invertebrates","2020","Y$"
494,"Tonga","Fish Exports","17-7",269108,"Aggregate Commodity","Seaweeds and other algae","2020","Y$"
495,"Tonga","Fish Exports","17-7",7855055,"Aggregate Commodity","All fish, invertebrates and seaweed","2020","Y$"
496,"Tonga","Fish Exports","17-7",33524736,"Aggregate Commodity","Total Tonga exports","2020","Y$"
497,"Tonga","Fish Exports","17-7",4218282,"Aggregate Commodity","Fish","2021","Y$"
498,"Tonga","Fish Exports","17-7",672897,"Aggregate Commodity","Yellowfin","2021","Y$"
499,"Tonga","Fish Exports","17-7",90014,"Aggregate Commodity","Bigeye","2021","Y$"
500,"Tonga","Fish Exports","17-7",3455370,"Aggregate Commodity","Other fish fresh or chilled","2021","Y$"
501,"Tonga","Fish Exports","17-7",9123,"Aggregate Commodity","Crustaceans and molluscs and other invertebrates","2021","Y$"
502,"Tonga","Fish Exports","17-7",434170,"Aggregate Commodity","Seaweeds and other algae","2021","Y$"
503,"Tonga","Fish Exports","17-7",4663596,"Aggregate Commodity","All fish, invertebrates and seaweed","2021","Y$"
504,"Tonga","Fish Exports","17-7",34561775,"Aggregate Commodity","Total Tonga exports","2021","Y$"
505,"Vanuatu","Fish Exports","19-5",5000000,"Aggregate Commodity","Shells","2017","VT$"
506,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Shells","2018","VT$"
507,"Vanuatu","Fish Exports","19-5",16000000,"Aggregate Commodity","Shells","2019","VT$"
508,"Vanuatu","Fish Exports","19-5",11000000,"Aggregate Commodity","Shells","2020","VT$"
509,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Shells","2021","VT$"
510,"Vanuatu","Fish Exports","19-5",53000000,"Aggregate Commodity","Live fish","2017","VT$"
511,"Vanuatu","Fish Exports","19-5",6000000,"Aggregate Commodity","Live fish","2018","VT$"
512,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Live fish","2019","VT$"
513,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Live fish","2020","VT$"
514,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Live fish","2021","VT$"
515,"Vanuatu","Fish Exports","19-5",26000000,"Aggregate Commodity","Fish","2017","VT$"
516,"Vanuatu","Fish Exports","19-5",0,"Aggregate Commodity","Fish","2018","VT$"
517,"Vanuatu","Fish Exports","19-5",33000000,"Aggregate Commodity","Fish","2019","VT$"
518,"Vanuatu","Fish Exports","19-5",191000000,"Aggregate Commodity","Fish","2020","VT$"
519,"Vanuatu","Fish Exports","19-5",199000000,"Aggregate Commodity","Fish","2021","VT$"
520,"Vanuatu","Fish Exports","19-5",84000000,"Aggregate Commodity","Total fisheries","2017","VT$"
521,"Vanuatu","Fish Exports","19-5",6000000,"Aggregate Commodity","Total fisheries","2018","VT$"
522,"Vanuatu","Fish Exports","19-5",49000000,"Aggregate Commodity","Total fisheries","2019","VT$"
523,"Vanuatu","Fish Exports","19-5",202000000,"Aggregate Commodity","Total fisheries","2020","VT$"
524,"Vanuatu","Fish Exports","19-5",199000000,"Aggregate Commodity","Total fisheries","2021","VT$"
525,"Vanuatu","Fish Exports","19-5",5909000000,"Aggregate Commodity","Total exports","2017","VT$"
526,"Vanuatu","Fish Exports","19-5",4842000000,"Aggregate Commodity","Total exports","2018","VT$"
527,"Vanuatu","Fish Exports","19-5",5231000000,"Aggregate Commodity","Total exports","2019","VT$"
528,"Vanuatu","Fish Exports","19-5",4650000000,"Aggregate Commodity","Total exports","2020","VT$"
529,"Vanuatu","Fish Exports","19-5",5646000000,"Aggregate Commodity","Total exports","2021","VT$"
