"ID","Member_Country","Measure","Table","Value","Method","Species","Year","Unit"
301,"Papau_New_Guinea","Catches by Method","14-1",779,"Purse seine","Bigeye","2021","Tonnes"
302,"Papau_New_Guinea","Catches by Method","14-2",3281,"Purse seine","Bigeye","2021","Tonnes"
303,"Papau_New_Guinea","Catches by Method","14-1",102060,"Purse seine","Skipjack","2021","Tonnes"
304,"Papau_New_Guinea","Catches by Method","14-2",127946,"Purse seine","Skipjack","2021","Tonnes"
305,"Papau_New_Guinea","Catches by Method","14-3",1534,"Long Line","Yellowfin","2021","Tonnes"
306,"Papau_New_Guinea","Catches by Method","14-1",67910,"Purse seine","Yellowfin","2021","Tonnes"
307,"Papau_New_Guinea","Catches by Method","14-2",27799,"Purse seine","Yellowfin","2021","Tonnes"
308,"Tokelau","Catches by Method","26-3",2247,"Long Line","Albacore","2016","Tonnes"
309,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2016","Tonnes"
310,"Tokelau","Catches by Method","26-3",1424,"Long Line","Albacore","2017","Tonnes"
311,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2017","Tonnes"
312,"Tokelau","Catches by Method","26-3",595,"Long Line","Albacore","2018","Tonnes"
313,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2018","Tonnes"
314,"Tokelau","Catches by Method","26-3",1387,"Long Line","Albacore","2019","Tonnes"
315,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2019","Tonnes"
316,"Tokelau","Catches by Method","26-3",1218,"Long Line","Albacore","2020","Tonnes"
317,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2020","Tonnes"
318,"Tokelau","Catches by Method","26-3",360.56,"Long Line","Albacore","2021","Tonnes"
319,"Tokelau","Catches by Method","26-3",0,"Purse seine","Albacore","2021","Tonnes"
320,"Tokelau","Catches by Method","26-3",462,"Long Line","Bigeye","2016","Tonnes"
321,"Tokelau","Catches by Method","26-3",121,"Purse seine","Bigeye","2016","Tonnes"
322,"Tokelau","Catches by Method","26-3",158,"Long Line","Bigeye","2017","Tonnes"
323,"Tokelau","Catches by Method","26-3",282,"Purse seine","Bigeye","2017","Tonnes"
324,"Tokelau","Catches by Method","26-3",54,"Long Line","Bigeye","2018","Tonnes"
325,"Tokelau","Catches by Method","26-3",572,"Purse seine","Bigeye","2018","Tonnes"
326,"Tokelau","Catches by Method","26-3",126,"Long Line","Bigeye","2019","Tonnes"
327,"Tokelau","Catches by Method","26-3",28,"Purse seine","Bigeye","2019","Tonnes"
328,"Tokelau","Catches by Method","26-3",166,"Long Line","Bigeye","2020","Tonnes"
329,"Tokelau","Catches by Method","26-3",107,"Purse seine","Bigeye","2020","Tonnes"
330,"Tokelau","Catches by Method","26-3",78.24,"Long Line","Bigeye","2021","Tonnes"
331,"Tokelau","Catches by Method","26-3",76,"Purse seine","Bigeye","2021","Tonnes"
332,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2016","Tonnes"
333,"Tokelau","Catches by Method","26-3",4260,"Purse seine","Skipjack","2016","Tonnes"
334,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2017","Tonnes"
335,"Tokelau","Catches by Method","26-3",32758,"Purse seine","Skipjack","2017","Tonnes"
336,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2018","Tonnes"
337,"Tokelau","Catches by Method","26-3",36121,"Purse seine","Skipjack","2018","Tonnes"
338,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2019","Tonnes"
339,"Tokelau","Catches by Method","26-3",3749,"Purse seine","Skipjack","2019","Tonnes"
340,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2020","Tonnes"
341,"Tokelau","Catches by Method","26-3",14492,"Purse seine","Skipjack","2020","Tonnes"
342,"Tokelau","Catches by Method","26-3",0,"Long Line","Skipjack","2021","Tonnes"
343,"Tokelau","Catches by Method","26-3",5254.1,"Purse seine","Skipjack","2021","Tonnes"
344,"Tokelau","Catches by Method","26-3",770,"Long Line","Yellowfin","2016","Tonnes"
345,"Tokelau","Catches by Method","26-3",291,"Purse seine","Yellowfin","2016","Tonnes"
346,"Tokelau","Catches by Method","26-3",408,"Long Line","Yellowfin","2017","Tonnes"
347,"Tokelau","Catches by Method","26-3",1502,"Purse seine","Yellowfin","2017","Tonnes"
348,"Tokelau","Catches by Method","26-3",148,"Long Line","Yellowfin","2018","Tonnes"
349,"Tokelau","Catches by Method","26-3",1769,"Purse seine","Yellowfin","2018","Tonnes"
350,"Tokelau","Catches by Method","26-3",318,"Long Line","Yellowfin","2019","Tonnes"
351,"Tokelau","Catches by Method","26-3",125,"Purse seine","Yellowfin","2019","Tonnes"
352,"Tokelau","Catches by Method","26-3",585,"Long Line","Yellowfin","2020","Tonnes"
353,"Tokelau","Catches by Method","26-3",501,"Purse seine","Yellowfin","2020","Tonnes"
354,"Tokelau","Catches by Method","26-3",289.68,"Long Line","Yellowfin","2021","Tonnes"
355,"Tokelau","Catches by Method","26-3",370,"Purse seine","Yellowfin","2021","Tonnes"
356,"Tokelau","Catches by Method","26-3",387,"Long Line","Other","2016","Tonnes"
357,"Tokelau","Catches by Method","26-3",11,"Purse seine","Other","2016","Tonnes"
358,"Tokelau","Catches by Method","26-3",264,"Long Line","Other","2017","Tonnes"
359,"Tokelau","Catches by Method","26-3",26,"Purse seine","Other","2017","Tonnes"
360,"Tokelau","Catches by Method","26-3",78,"Long Line","Other","2018","Tonnes"
361,"Tokelau","Catches by Method","26-3",118,"Purse seine","Other","2018","Tonnes"
362,"Tokelau","Catches by Method","26-3",289,"Long Line","Other","2019","Tonnes"
363,"Tokelau","Catches by Method","26-3",3,"Purse seine","Other","2019","Tonnes"
364,"Tokelau","Catches by Method","26-3",326,"Long Line","Other","2020","Tonnes"
365,"Tokelau","Catches by Method","26-3",8,"Purse seine","Other","2020","Tonnes"
366,"Tokelau","Catches by Method","26-3",104.29,"Long Line","Other","2021","Tonnes"
367,"Tokelau","Catches by Method","26-3",3.92,"Purse seine","Other","2021","Tonnes"
